Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Wool
chiselsandbits:block_bit:0, Chiseled Bit - Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orc Totem 1 South
chiselsandbits:block_bit:0, Chiseled Bit - Orc Totem 2 South
chiselsandbits:block_bit:0, Chiseled Bit - Orc Totem 2 Lit South
chiselsandbits:block_bit:0, Chiseled Bit - Goblin Totem 1 South
chiselsandbits:block_bit:0, Chiseled Bit - Goblin Totem 2 South
chiselsandbits:block_bit:0, Chiseled Bit - Goblin Totem 2 Lit South
chiselsandbits:block_bit:0, Chiseled Bit - Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Charged Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Certus Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Certus Quartz Pillar East/West
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Certus Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Glass
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Quartz Glass
chiselsandbits:block_bit:0, Chiseled Bit - Charged Quartz Fixture Down
chiselsandbits:block_bit:0, Chiseled Bit - Fluix Block
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Block
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Small Brick
chiselsandbits:block_bit:0, Chiseled Bit - Tiny TNT
chiselsandbits:block_bit:0, Chiseled Bit - Dense Construction Block
chiselsandbits:block_bit:0, Chiseled Bit - Kitchen Floor
chiselsandbits:block_bit:0, Chiseled Bit - Electrical Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Conductive Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Pulsating Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Dark Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Soularium Block
chiselsandbits:block_bit:0, Chiseled Bit - End Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Iron Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Alloy Smelter (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Item Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Power Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Omni Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Creative Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Crafter (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Painting Machine (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Power Monitor (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - SAG Mill (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Slice'N'Splice (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Stirling Generator (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Fluid Tank (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Pressurized Fluid Tank (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Travel Anchor (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Vacuum Chest (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Wireless Charger (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - XP Vacuum (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Simple Alloy Smelter (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Simple Stirling Generator (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Wired Charger (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Simple Sagmill (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Industrial Insulation
chiselsandbits:block_bit:0, Chiseled Bit - Crude Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Melodic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Stellar Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Pink Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Vivid Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Twilight Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Canopy Tree Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Roots
chiselsandbits:block_bit:0, Chiseled Bit - Roots
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Mazestone
chiselsandbits:block_bit:0, Chiseled Bit - Decorative Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Mosaic
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Border
chiselsandbits:block_bit:0, Chiseled Bit - Uncrafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Head
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Head
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Transwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Clock Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Heart of Transformation Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Core Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Engine Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Towerwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Encased Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Infested Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Reappearing Block
chiselsandbits:block_bit:0, Chiseled Bit - Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Locked Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Unlocked Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Carminite Builder
chiselsandbits:block_bit:0, Chiseled Bit - Anti-builder
chiselsandbits:block_bit:0, Chiseled Bit - Ghast Trap
chiselsandbits:block_bit:0, Chiseled Bit - Carminite Reactor
chiselsandbits:block_bit:0, Chiseled Bit - Stronghold Shield Down
chiselsandbits:block_bit:0, Chiseled Bit - Aurora Block
chiselsandbits:block_bit:0, Chiseled Bit - Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Underbrick Floor
chiselsandbits:block_bit:0, Chiseled Bit - Weathered Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Aurora Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Trollsteinn
chiselsandbits:block_bit:0, Chiseled Bit - Fluffy Cloud
chiselsandbits:block_bit:0, Chiseled Bit - Giant Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Giant Log
chiselsandbits:block_bit:0, Chiseled Bit - Giant Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Huge Stalk
chiselsandbits:block_bit:0, Chiseled Bit - Huge Mushgloom
chiselsandbits:block_bit:0, Chiseled Bit - Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Worn Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Castle Roof Tile
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Thick Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar East/West
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar North/South
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Tile mod.chiselsandbits.pretty.axis-none
chiselsandbits:block_bit:0, Chiseled Bit - Pink Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Blue Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Violet Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cinder Furnace [NYI] South
chiselsandbits:block_bit:0, Chiseled Bit - Cinder Log [NYI] Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Violet Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Pink Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Blue Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ironwood
chiselsandbits:block_bit:0, Chiseled Bit - Block of Fiery Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steeleaf
chiselsandbits:block_bit:0, Chiseled Bit - Block of Arctic Fur
chiselsandbits:block_bit:0, Chiseled Bit - Block of Carminite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ruined Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Ruined Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terrorcotta (Circular) South
chiselsandbits:block_bit:0, Chiseled Bit - Terrorcotta (Diagonal)
chiselsandbits:block_bit:0, Chiseled Bit - tile.twilightforest.StonePillar.name Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Twilight Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Canopy Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Planks
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Transwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Grout
chiselsandbits:block_bit:0, Chiseled Bit - Green Slimy Mud
chiselsandbits:block_bit:0, Chiseled Bit - Blue Slimy Mud
chiselsandbits:block_bit:0, Chiseled Bit - Graveyard Soil
chiselsandbits:block_bit:0, Chiseled Bit - Consecrated Soil
chiselsandbits:block_bit:0, Chiseled Bit - Slimy Magma Mud
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Green Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Blue Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Purple Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Blood Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Magma Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ardite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lavawood
chiselsandbits:block_bit:0, Chiseled Bit - Firewood
chiselsandbits:block_bit:0, Chiseled Bit - Mud Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cobalt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ardite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Manyullyn
chiselsandbits:block_bit:0, Chiseled Bit - Block of Knightslime
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pigiron
chiselsandbits:block_bit:0, Chiseled Bit - Silky Block of Jewel
chiselsandbits:block_bit:0, Chiseled Bit - Green Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Blue Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Purple Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Magma Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dried Clay
chiselsandbits:block_bit:0, Chiseled Bit - Dried Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Brownstone
chiselsandbits:block_bit:0, Chiseled Bit - Rough Brownstone
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Paver
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Fancy Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Square Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Road
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Creeperface
chiselsandbits:block_bit:0, Chiseled Bit - Triangle Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Yellorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Anglesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Blutonium Block
chiselsandbits:block_bit:0, Chiseled Bit - Benitoite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyanite Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ludicrite Block
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Inflatable Castle
chiselsandbits:block_bit:0, Chiseled Bit - Adamantine Block
chiselsandbits:block_bit:0, Chiseled Bit - Adamantine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Amordrine Block
chiselsandbits:block_bit:0, Chiseled Bit - Angmallen Block
chiselsandbits:block_bit:0, Chiseled Bit - Alduorite Block
chiselsandbits:block_bit:0, Chiseled Bit - Alduorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Astral Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Astral Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Atlarus Block
chiselsandbits:block_bit:0, Chiseled Bit - Atlarus Ore
chiselsandbits:block_bit:0, Chiseled Bit - Black Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Brass Block
chiselsandbits:block_bit:0, Chiseled Bit - Bronze Block
chiselsandbits:block_bit:0, Chiseled Bit - Carmot Block
chiselsandbits:block_bit:0, Chiseled Bit - Carmot Ore
chiselsandbits:block_bit:0, Chiseled Bit - Celenegil Block
chiselsandbits:block_bit:0, Chiseled Bit - Ceruclase Block
chiselsandbits:block_bit:0, Chiseled Bit - Ceruclase Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Damascus Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Deep Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Deep Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Desichalkos Block
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Block
chiselsandbits:block_bit:0, Chiseled Bit - Eximite Block
chiselsandbits:block_bit:0, Chiseled Bit - Eximite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Haderoth Block
chiselsandbits:block_bit:0, Chiseled Bit - Hepatizon Block
chiselsandbits:block_bit:0, Chiseled Bit - Ignatius Block
chiselsandbits:block_bit:0, Chiseled Bit - Ignatius Ore
chiselsandbits:block_bit:0, Chiseled Bit - Infuscolium Block
chiselsandbits:block_bit:0, Chiseled Bit - Infuscolium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Inolashite Block
chiselsandbits:block_bit:0, Chiseled Bit - Kalendrite Block
chiselsandbits:block_bit:0, Chiseled Bit - Kalendrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Krik Block
chiselsandbits:block_bit:0, Chiseled Bit - Lemurite Block
chiselsandbits:block_bit:0, Chiseled Bit - Lemurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lutetium Block
chiselsandbits:block_bit:0, Chiseled Bit - Lutetium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Manganese Block
chiselsandbits:block_bit:0, Chiseled Bit - Manganese Ore
chiselsandbits:block_bit:0, Chiseled Bit - Meutoite Block
chiselsandbits:block_bit:0, Chiseled Bit - Meutoite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Midasium Block
chiselsandbits:block_bit:0, Chiseled Bit - Midasium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Mithril Block
chiselsandbits:block_bit:0, Chiseled Bit - Mithril Ore
chiselsandbits:block_bit:0, Chiseled Bit - Orichalcum Block
chiselsandbits:block_bit:0, Chiseled Bit - Orichalcum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Block
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oureclase Block
chiselsandbits:block_bit:0, Chiseled Bit - Oureclase Ore
chiselsandbits:block_bit:0, Chiseled Bit - Platinum Block
chiselsandbits:block_bit:0, Chiseled Bit - Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Prometheum Block
chiselsandbits:block_bit:0, Chiseled Bit - Prometheum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Quicksilver Block
chiselsandbits:block_bit:0, Chiseled Bit - Rubracium Block
chiselsandbits:block_bit:0, Chiseled Bit - Rubracium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sanguinite Block
chiselsandbits:block_bit:0, Chiseled Bit - Sanguinite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Shadow Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Shadow Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Shadow Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Tartarite Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vulcanite Block
chiselsandbits:block_bit:0, Chiseled Bit - Vulcanite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vyroxeres Block
chiselsandbits:block_bit:0, Chiseled Bit - Vyroxeres Ore
chiselsandbits:block_bit:0, Chiseled Bit - Zinc Block
